transaction_id,date,posting_time,day_of_week,department,vendor,category,amount,approval_limit,approver,invoice_number
TXN-002633,2025-12-03,11:34,Wednesday,Procurement,Vendor_019,Travel,49719.74,50000,Approver_02,INV-105534
TXN-005336,2025-12-03,08:22,Wednesday,HR,Vendor_024,Misc,1554.67,15000,Approver_07,INV-105535
TXN-001162,2025-12-03,16:24,Wednesday,Sales,Vendor_014,Utilities,12.83,20000,Approver_07,INV-105536
TXN-002312,2025-12-03,15:43,Wednesday,Finance,Vendor_016,Supplies,-251.01,60000,Approver_01,INV-105537
TXN-005074,2025-12-03,10:59,Wednesday,Operations,Vendor_053,Travel,2578.42,30000,Approver_13,INV-105538
TXN-005866,2025-12-03,12:44,Wednesday,Finance,Vendor_015,Misc,56645.03,60000,Approver_12,INV-105539
TXN-000441,2025-12-03,15:04,Wednesday,Operations,Vendor_048,Misc,6613.43,30000,Approver_01,INV-105540
TXN-005714,2025-12-03,17:31,Wednesday,IT,Vendor_015,Consulting,9801.24,40000,Approver_13,INV-105541
TXN-004366,2025-12-03,15:27,Wednesday,Sales,Vendor_041,Supplies,20.63,20000,Approver_03,INV-105542
TXN-005322,2025-12-03,10:11,Wednesday,Sales,Vendor_001,Software,242.57,20000,Approver_07,INV-105543
TXN-005488,2025-12-03,16:16,Wednesday,Operations,Vendor_018,Supplies,28553.7,30000,Approver_11,INV-105538
TXN-003675,2025-12-03,11:52,Wednesday,IT,Vendor_029,Supplies,210.85,40000,Approver_05,INV-105545
TXN-001083,2025-12-03,15:22,Wednesday,Marketing,Vendor_012,Travel,314.6,25000,Approver_08,INV-105546
TXN-005360,2025-12-03,18:13,Wednesday,Marketing,Vendor_005,Equipment,111.06,25000,Approver_02,INV-105547
TXN-000753,2025-12-03,14:38,Wednesday,Marketing,Vendor_009,Software,16.87,25000,Approver_14,INV-105548
TXN-001130,2025-12-03,12:03,Wednesday,Procurement,Vendor_034,Consulting,7692.61,50000,Approver_08,INV-105549
TXN-000944,2025-12-03,15:21,Wednesday,Procurement,Vendor_035,Supplies,29.93,50000,Approver_09,INV-105550
TXN-003382,2025-12-03,12:58,Wednesday,HR,Vendor_018,Travel,4125.3,15000,Approver_01,INV-105551
TXN-001260,2025-12-03,10:47,Wednesday,Sales,Vendor_010,Utilities,261.13,20000,Approver_07,INV-105552
TXN-004547,2025-12-03,11:22,Wednesday,Operations,Vendor_058,Equipment,41.0,30000,Approver_11,INV-105553
TXN-000984,2025-12-03,15:01,Wednesday,Procurement,Vendor_049,Software,24.46,50000,Approver_12,INV-105554
TXN-001536,2025-12-03,10:32,Wednesday,Finance,Vendor_059,Equipment,23.89,60000,Approver_02,INV-105555
TXN-000756,2025-12-03,14:21,Wednesday,HR,Vendor_060,Supplies,122.94,15000,Approver_14,INV-105556
TXN-002264,2025-12-04,18:47,Thursday,Sales,Vendor_011,Supplies,436.18,20000,Approver_13,INV-105557
TXN-000008,2025-12-04,14:23,Thursday,HR,Vendor_045,Travel,190.96,15000,Approver_09,INV-105554
TXN-003084,2025-12-04,11:11,Thursday,HR,Vendor_057,Travel,5615.09,15000,Approver_15,INV-105559
TXN-005570,2025-12-04,12:17,Thursday,Procurement,Vendor_002,Misc,3120.2,50000,Approver_03,INV-105560
TXN-000769,2025-12-04,10:09,Thursday,Operations,Vendor_004,Equipment,3269.28,30000,Approver_15,INV-105561
TXN-004287,2025-12-04,16:53,Thursday,IT,Vendor_023,Misc,728.08,40000,Approver_08,INV-105562
TXN-002448,2025-12-04,12:10,Thursday,Finance,Vendor_028,Equipment,112.42,60000,Approver_13,INV-105563
TXN-004264,2025-12-04,13:21,Thursday,HR,Vendor_004,Software,61.31,15000,Approver_13,INV-105564
TXN-003091,2025-12-04,10:16,Thursday,IT,Vendor_041,Supplies,2500.0,40000,Approver_09,INV-105565
TXN-005670,2025-12-04,15:32,Thursday,HR,Vendor_042,Travel,93.77,15000,Approver_15,INV-105566
TXN-000499,2025-12-04,15:54,Thursday,Marketing,Vendor_057,Misc,21.48,25000,Approver_13,INV-105567
TXN-001392,2025-12-04,09:32,Thursday,Sales,Vendor_019,Misc,127.52,20000,Approver_07,INV-105568
TXN-003830,2025-12-04,08:47,Thursday,HR,Vendor_043,Travel,6519.42,15000,Approver_13,INV-105569
TXN-003293,2025-12-04,15:26,Thursday,Marketing,Vendor_042,Utilities,224.5,25000,Approver_10,INV-105570
TXN-004359,2025-12-04,09:06,Thursday,Sales,Vendor_003,Supplies,44.76,20000,Approver_05,INV-105567
TXN-001125,2025-12-04,14:05,Thursday,HR,Vendor_039,Supplies,1000.43,15000,Approver_05,INV-105572
TXN-005912,2025-12-04,15:56,Thursday,Operations,Vendor_044,Supplies,27075.11,30000,Approver_03,INV-105573
TXN-002737,2025-12-04,15:46,Thursday,Marketing,Vendor_015,Misc,1147.41,25000,Approver_13,INV-105574
TXN-005408,2025-12-04,17:07,Thursday,Sales,Vendor_019,Software,347.51,20000,Approver_13,INV-105575
TXN-003057,2025-12-04,15:12,Thursday,IT,Vendor_006,Utilities,670.52,40000,Approver_13,INV-105576
TXN-003260,2025-12-04,12:33,Thursday,Operations,Vendor_018,Travel,26.28,30000,Approver_13,INV-105577
TXN-001232,2025-12-04,09:59,Thursday,Operations,Vendor_031,Software,188.33,30000,Approver_14,INV-105578
TXN-002748,2025-12-04,10:53,Thursday,Procurement,Vendor_031,Consulting,66708.19,50000,Approver_11,INV-105579
TXN-001607,2025-12-05,14:35,Friday,Sales,Vendor_012,Utilities,323.43,20000,Approver_07,INV-105580
TXN-000795,2025-12-05,12:01,Friday,Sales,Vendor_014,Misc,15.24,20000,,INV-105581
TXN-002155,2025-12-05,10:15,Friday,Operations,Vendor_011,Utilities,590.4,30000,Approver_09,INV-105582
TXN-005612,2025-12-05,15:14,Friday,Sales,Vendor_024,Consulting,491.88,20000,Approver_05,INV-105583
TXN-003075,2025-12-05,11:52,Friday,IT,Vendor_005,Travel,1898.17,40000,Approver_04,INV-105584
TXN-005617,2025-12-05,12:49,Friday,Finance,Vendor_027,Misc,11.38,60000,Approver_06,INV-105585
TXN-003555,2025-12-05,11:37,Friday,Operations,Vendor_046,Software,1230.66,30000,Approver_09,INV-105586
TXN-000391,2025-12-05,16:06,Friday,Finance,Vendor_017,Equipment,151.13,60000,Approver_06,INV-105587
TXN-001326,2025-12-05,18:39,Friday,Procurement,Vendor_045,Software,20000.0,50000,Approver_01,INV-105588
TXN-005927,2025-12-05,11:03,Friday,Marketing,Vendor_056,Equipment,15000.0,25000,Approver_04,INV-105589
TXN-004136,2025-12-05,23:38,Friday,Marketing,Vendor_008,Misc,1100.56,25000,Approver_04,INV-105590
TXN-002718,2025-12-05,16:56,Friday,HR,Vendor_008,Consulting,435.08,15000,Approver_08,INV-105591
TXN-002514,2025-12-05,16:54,Friday,IT,Vendor_003,Misc,150.79,40000,Approver_14,INV-105592
TXN-001401,2025-12-05,17:35,Friday,Operations,Vendor_033,Travel,251.62,30000,Approver_11,INV-105593
TXN-001860,2025-12-05,16:45,Friday,Operations,Vendor_051,Software,369.35,30000,Approver_08,INV-105594
TXN-003042,2025-12-05,17:04,Friday,Sales,Vendor_035,Software,2390.29,20000,Approver_03,INV-105595
TXN-005712,2025-12-05,16:31,Friday,Sales,Vendor_046,Utilities,1641.4,20000,Approver_12,INV-105596
TXN-000050,2025-12-05,14:44,Friday,Finance,Vendor_036,Utilities,649.83,60000,Approver_09,INV-105597
TXN-004815,2025-12-05,17:11,Friday,Procurement,Vendor_035,Consulting,945.9,50000,,INV-105598
TXN-005769,2025-12-05,16:21,Friday,Finance,Vendor_053,Misc,5890.59,60000,Approver_07,INV-105599
TXN-005972,2025-12-05,10:44,Friday,Procurement,Vendor_054,Supplies,746.61,50000,Approver_11,INV-105600
TXN-003406,2025-12-05,08:22,Friday,Procurement,Vendor_043,Travel,707.85,50000,Approver_01,INV-105601
TXN-004578,2025-12-05,13:57,Friday,Marketing,Vendor_043,Utilities,82.7,25000,Approver_14,INV-105602
TXN-001040,2025-12-05,11:53,Friday,IT,Vendor_036,Utilities,12.39,40000,Approver_01,INV-105603
TXN-004173,2025-12-08,16:45,Monday,HR,Vendor_023,Software,119.74,15000,Approver_08,INV-105604
TXN-000107,2025-12-08,10:56,Monday,HR,Vendor_007,Supplies,539.74,15000,Approver_13,INV-105605
TXN-003475,2025-12-08,16:10,Monday,Marketing,Vendor_024,Consulting,130.96,25000,Approver_08,INV-105600
TXN-001777,2025-12-08,09:30,Monday,HR,Vendor_040,Misc,22319.34,15000,Approver_14,INV-105607
TXN-004814,2025-12-08,12:33,Monday,Marketing,Vendor_008,Software,51.33,25000,Approver_07,INV-105608
TXN-004491,2025-12-08,09:01,Monday,Procurement,Vendor_049,Travel,16.39,50000,Approver_14,INV-105609
TXN-005802,2025-12-08,12:46,Monday,Finance,Vendor_052,Misc,57954.76,60000,Approver_10,INV-105610
TXN-003452,2025-12-08,15:27,Monday,HR,Vendor_054,Utilities,5986.8,15000,Approver_08,INV-105611
TXN-000813,2025-12-08,11:28,Monday,Marketing,Vendor_033,Equipment,1288.3,25000,Approver_02,INV-105612
TXN-003070,2025-12-08,18:56,Monday,IT,Vendor_004,Equipment,459.13,40000,Approver_10,INV-105613
TXN-004267,2025-12-08,15:12,Monday,IT,Vendor_020,Misc,3488.82,40000,Approver_07,INV-105614
TXN-001362,2025-12-08,10:50,Monday,HR,Vendor_009,Equipment,832.67,15000,Approver_14,INV-105615
TXN-002227,2025-12-08,14:47,Monday,Procurement,Vendor_049,Equipment,337.69,50000,Approver_05,INV-105616
TXN-004184,2025-12-08,11:07,Monday,Procurement,Vendor_036,Misc,37.51,50000,Approver_02,INV-105617
TXN-001372,2025-12-08,10:53,Monday,Marketing,Vendor_013,Utilities,884.1,25000,Approver_14,INV-105618
TXN-003184,2025-12-08,11:09,Monday,HR,Vendor_031,Supplies,146.72,15000,Approver_05,INV-105619
TXN-000738,2025-12-08,10:35,Monday,Sales,Vendor_055,Misc,1308.25,20000,Approver_07,INV-105620
TXN-003330,2025-12-08,14:34,Monday,Procurement,Vendor_005,Software,607.13,50000,Approver_02,INV-105621
TXN-002998,2025-12-08,09:36,Monday,Sales,Vendor_043,Travel,702.19,20000,Approver_08,INV-105622
TXN-001155,2025-12-08,15:01,Monday,HR,Vendor_021,Equipment,6171.74,15000,Approver_12,INV-105623
TXN-002431,2025-12-08,11:46,Monday,Operations,Vendor_047,Travel,17407.83,30000,Approver_13,INV-105624
TXN-002325,2025-12-08,17:01,Monday,Marketing,Vendor_030,Misc,19701.2,25000,Approver_04,INV-105625
TXN-004220,2025-12-08,13:04,Monday,IT,Vendor_037,Misc,51.49,40000,Approver_02,INV-105626
TXN-001180,2025-12-08,15:22,Monday,Finance,Vendor_013,Utilities,759.54,60000,Approver_10,INV-105627
TXN-002988,2025-12-08,15:51,Monday,Procurement,Vendor_037,Misc,17.63,50000,Approver_01,INV-105628
TXN-002165,2025-12-08,12:19,Monday,Procurement,Vendor_017,Consulting,59964.26,50000,Approver_15,INV-105624
TXN-002522,2025-12-08,17:41,Monday,Sales,Vendor_036,Utilities,30853.32,20000,Approver_12,INV-105630
TXN-004987,2025-12-08,08:44,Monday,HR,Vendor_046,Supplies,7359.94,15000,Approver_07,INV-105631
TXN-001407,2025-12-08,16:06,Monday,HR,Vendor_023,Travel,16.51,15000,Approver_04,INV-105632
TXN-003722,2025-12-08,11:50,Monday,Finance,Vendor_040,Travel,11845.48,60000,Approver_15,INV-105633
TXN-000018,2025-12-09,11:32,Tuesday,Operations,Vendor_032,Misc,479.41,30000,Approver_10,INV-105634
TXN-003407,2025-12-09,13:56,Tuesday,Marketing,Vendor_060,Supplies,7500.0,25000,Approver_02,INV-105635
TXN-001832,2025-12-09,15:55,Tuesday,Procurement,Vendor_014,Supplies,211.29,50000,Approver_06,INV-105636
TXN-001673,2025-12-09,11:39,Tuesday,Finance,Vendor_028,Software,805.0,60000,,INV-105637
TXN-002745,2025-12-09,16:41,Tuesday,Sales,Vendor_021,Consulting,1076.73,20000,Approver_06,INV-105638
TXN-002740,2025-12-09,10:29,Tuesday,Procurement,Vendor_042,Travel,34130.03,50000,Approver_09,INV-105639
TXN-004913,2025-12-09,13:55,Tuesday,Finance,Vendor_046,Misc,28.83,60000,Approver_10,INV-105640
TXN-002834,2025-12-09,12:27,Tuesday,IT,Vendor_047,Misc,53107.9,40000,Approver_03,INV-105641
TXN-002714,2025-12-09,12:32,Tuesday,Operations,Vendor_053,Consulting,1306.98,30000,Approver_10,INV-105642
TXN-001231,2025-12-09,12:36,Tuesday,Operations,Vendor_018,Consulting,15.14,30000,Approver_12,INV-105643
TXN-001732,2025-12-09,15:01,Tuesday,Procurement,Vendor_055,Supplies,1079.28,50000,Approver_15,INV-105644
TXN-001463,2025-12-09,12:02,Tuesday,Sales,Vendor_014,Software,76451.58,20000,Approver_09,INV-105645
TXN-002427,2025-12-09,10:52,Tuesday,IT,Vendor_011,Utilities,93.7,40000,Approver_08,INV-105646
TXN-005966,2025-12-09,15:45,Tuesday,Finance,Vendor_043,Consulting,790.5,60000,Approver_10,INV-105647
TXN-004505,2025-12-09,17:14,Tuesday,Marketing,Vendor_057,Utilities,13585.12,25000,Approver_14,INV-105648
TXN-002642,2025-12-09,12:15,Tuesday,Sales,Vendor_028,Supplies,18.3,20000,,INV-105649
TXN-002347,2025-12-09,17:58,Tuesday,HR,Vendor_049,Supplies,6511.12,15000,Approver_01,INV-105650
TXN-002142,2025-12-09,15:24,Tuesday,Sales,Vendor_018,Software,18.05,20000,Approver_04,INV-105651
TXN-001010,2025-12-09,08:06,Tuesday,HR,Vendor_054,Software,14300.82,15000,Approver_02,INV-105652
TXN-004837,2025-12-09,11:57,Tuesday,Sales,Vendor_042,Utilities,800.79,20000,Approver_14,INV-105653
TXN-001592,2025-12-09,14:02,Tuesday,IT,Vendor_036,Utilities,153.44,40000,Approver_11,INV-105654
TXN-003275,2025-12-09,11:40,Tuesday,Operations,Vendor_023,Utilities,2945.65,30000,Approver_11,INV-105655
TXN-004285,2025-12-09,11:58,Tuesday,Marketing,Vendor_003,Software,43166.94,25000,Approver_12,INV-105656
TXN-000763,2025-12-09,17:59,Tuesday,HR,Vendor_001,Equipment,3666.77,15000,Approver_10,INV-105657
TXN-004644,2025-12-09,15:04,Tuesday,Finance,Vendor_021,Utilities,1935.56,60000,Approver_14,INV-105658
TXN-000454,2025-12-09,16:36,Tuesday,Marketing,Vendor_042,Misc,10.84,25000,Approver_13,INV-105659
TXN-000246,2025-12-09,09:02,Tuesday,Sales,Vendor_057,Equipment,3255.78,20000,Approver_15,INV-105660
TXN-003834,2025-12-09,16:16,Tuesday,Operations,Vendor_038,Misc,6830.8,30000,Approver_15,INV-105661
TXN-005091,2025-12-09,15:06,Tuesday,Procurement,Vendor_034,Utilities,81.24,50000,Approver_12,INV-105662
TXN-002692,2025-12-09,12:34,Tuesday,Marketing,Vendor_026,Equipment,97.54,25000,Approver_01,INV-105663
TXN-002958,2025-12-09,15:39,Tuesday,Operations,Vendor_055,Supplies,251.45,30000,Approver_02,INV-105664
TXN-004544,2025-12-09,11:23,Tuesday,HR,Vendor_027,Travel,2035.3,15000,Approver_12,INV-105665
TXN-003279,2025-12-10,16:31,Wednesday,IT,Vendor_009,Misc,4890.02,40000,Approver_12,INV-105666
TXN-002440,2025-12-10,15:37,Wednesday,Marketing,Vendor_035,Supplies,416.59,25000,,INV-105667
TXN-001145,2025-12-10,11:12,Wednesday,Operations,Vendor_032,Software,840.66,30000,Approver_13,INV-105668
TXN-000732,2025-12-10,16:11,Wednesday,IT,Vendor_002,Misc,12.33,40000,Approver_14,INV-105669
TXN-005943,2025-12-10,14:16,Wednesday,Finance,Vendor_045,Travel,218.56,60000,Approver_14,INV-105670
TXN-005797,2025-12-10,18:36,Wednesday,IT,Vendor_039,Equipment,5246.16,40000,Approver_07,INV-105671
TXN-003908,2025-12-10,09:37,Wednesday,HR,Vendor_009,Supplies,54.58,15000,Approver_07,INV-105672
TXN-005925,2025-12-10,15:30,Wednesday,Procurement,Vendor_042,Misc,556.34,50000,Approver_05,INV-105673
TXN-002702,2025-12-10,15:35,Wednesday,Operations,Vendor_014,Travel,77637.04,30000,Approver_14,INV-105674
TXN-004211,2025-12-10,14:22,Wednesday,IT,Vendor_036,Misc,14.05,40000,Approver_02,INV-105675
TXN-002659,2025-12-10,10:40,Wednesday,Finance,Vendor_025,Software,72.43,60000,Approver_06,INV-105670
TXN-000906,2025-12-10,16:09,Wednesday,IT,Vendor_015,Consulting,112.92,40000,Approver_10,INV-105677
TXN-005389,2025-12-10,09:32,Wednesday,Sales,Vendor_012,Software,-4919.97,20000,Approver_06,INV-105678
TXN-002787,2025-12-10,14:14,Wednesday,Finance,Vendor_005,Misc,174.76,60000,Approver_05,INV-105679
TXN-005671,2025-12-10,14:58,Wednesday,Procurement,Vendor_027,Travel,248.83,50000,Approver_10,INV-105675
TXN-002791,2025-12-10,12:01,Wednesday,IT,Vendor_018,Equipment,7500.0,40000,Approver_10,INV-105681
TXN-000508,2025-12-10,14:00,Wednesday,HR,Vendor_016,Supplies,10.53,15000,Approver_11,INV-105682
TXN-002541,2025-12-10,18:02,Wednesday,Finance,Vendor_022,Travel,10254.05,60000,Approver_14,INV-105683
TXN-000928,2025-12-10,12:56,Wednesday,Finance,Vendor_005,Utilities,129.13,60000,Approver_05,INV-105684
TXN-002193,2025-12-10,18:32,Wednesday,Sales,Vendor_033,Misc,278.01,20000,Approver_10,INV-105685
TXN-003044,2025-12-10,17:36,Wednesday,Sales,Vendor_053,Software,306.8,20000,Approver_13,INV-105686
TXN-001440,2025-12-10,18:51,Wednesday,Operations,Vendor_003,Equipment,19909.68,30000,Approver_07,INV-105687
TXN-002498,2025-12-10,15:20,Wednesday,Operations,Vendor_051,Equipment,344.82,30000,Approver_14,INV-105688
TXN-002211,2025-12-10,15:37,Wednesday,Finance,Vendor_005,Consulting,567.0,60000,Approver_08,INV-105689
TXN-004094,2025-12-11,09:27,Thursday,Procurement,Vendor_056,Software,-2991.59,50000,Approver_02,INV-105690
TXN-000428,2025-12-11,17:07,Thursday,Marketing,Vendor_059,Equipment,-2905.44,25000,Approver_07,INV-105691
TXN-005716,2025-12-11,16:18,Thursday,Sales,Vendor_051,Utilities,680.65,20000,Approver_14,INV-105692
TXN-005880,2025-12-11,17:00,Thursday,Marketing,Vendor_039,Consulting,197.27,25000,Approver_11,INV-105693
TXN-005903,2025-12-11,16:18,Thursday,Procurement,Vendor_051,Misc,530.23,50000,Approver_12,INV-105694
TXN-001978,2025-12-11,13:43,Thursday,HR,Vendor_010,Misc,1116.93,15000,Approver_07,INV-105695
TXN-004469,2025-12-11,15:40,Thursday,Operations,Vendor_016,Supplies,316.18,30000,Approver_09,INV-105696
TXN-001762,2025-12-11,16:47,Thursday,IT,Vendor_013,Supplies,2899.59,40000,Approver_03,INV-105697
TXN-005326,2025-12-11,15:02,Thursday,HR,Vendor_001,Equipment,6799.99,15000,Approver_14,INV-105698
TXN-004780,2025-12-11,11:19,Thursday,Finance,Vendor_035,Utilities,-4633.87,60000,Approver_09,INV-105699
TXN-003861,2025-12-11,11:29,Thursday,Finance,Vendor_058,Equipment,22.77,60000,Approver_12,INV-105700
TXN-000715,2025-12-11,13:16,Thursday,Sales,Vendor_031,Misc,426.01,20000,Approver_12,INV-105701
TXN-001212,2025-12-11,16:12,Thursday,Sales,Vendor_027,Software,3064.85,20000,Approver_05,INV-105702
TXN-005123,2025-12-11,16:11,Thursday,Sales,Vendor_006,Equipment,19314.62,20000,Approver_13,INV-105703
TXN-000003,2025-12-11,11:58,Thursday,HR,Vendor_047,Utilities,111.34,15000,Approver_15,INV-105704
TXN-000496,2025-12-11,10:25,Thursday,Procurement,Vendor_047,Equipment,4792.46,50000,Approver_07,INV-105705
TXN-001210,2025-12-11,18:13,Thursday,Marketing,Vendor_014,Supplies,891.62,25000,Approver_15,INV-105700
TXN-005429,2025-12-11,15:29,Thursday,Marketing,Vendor_046,Utilities,201.97,25000,Approver_10,INV-105707
TXN-004303,2025-12-11,15:31,Thursday,IT,Vendor_047,Supplies,-284.15,40000,Approver_14,INV-105708
TXN-000156,2025-12-11,18:01,Thursday,IT,Vendor_045,Misc,1021.01,40000,Approver_12,INV-105709
TXN-003970,2025-12-12,17:24,Friday,Procurement,Vendor_006,Travel,11.67,50000,Approver_07,INV-105710
TXN-003892,2025-12-12,11:47,Friday,HR,Vendor_033,Consulting,14632.12,15000,Approver_02,INV-105711
TXN-005295,2025-12-12,17:19,Friday,Operations,Vendor_028,Equipment,452.15,30000,Approver_09,INV-105712
TXN-005910,2025-12-12,15:54,Friday,HR,Vendor_039,Supplies,7500.0,15000,Approver_10,INV-105713
TXN-003993,2025-12-12,15:17,Friday,Procurement,Vendor_019,Software,58018.25,50000,Approver_04,INV-105714
TXN-005230,2025-12-12,15:19,Friday,Operations,Vendor_001,Travel,5760.0,30000,Approver_09,INV-105715
TXN-003267,2025-12-12,08:58,Friday,Marketing,Vendor_024,Equipment,13.23,25000,Approver_05,INV-105716
TXN-001799,2025-12-12,08:08,Friday,IT,Vendor_051,Software,940.82,40000,Approver_09,INV-105717
TXN-001056,2025-12-12,09:57,Friday,Sales,Vendor_027,Misc,385.39,20000,Approver_10,INV-105718
TXN-001167,2025-12-12,16:56,Friday,Marketing,Vendor_030,Supplies,745.53,25000,Approver_10,INV-105719
TXN-005030,2025-12-12,12:26,Friday,Finance,Vendor_047,Software,2500.0,60000,Approver_15,INV-105720
TXN-000925,2025-12-12,11:00,Friday,Marketing,Vendor_016,Equipment,20.2,25000,Approver_04,INV-105715
TXN-005815,2025-12-12,17:03,Friday,IT,Vendor_029,Utilities,4482.1,40000,Approver_06,INV-105722
TXN-003516,2025-12-12,12:43,Friday,IT,Vendor_044,Software,4375.14,40000,Approver_09,INV-105723
TXN-002543,2025-12-12,17:04,Friday,IT,Vendor_036,Utilities,273.26,40000,Approver_05,INV-105724
TXN-003548,2025-12-12,09:16,Friday,Marketing,Vendor_012,Equipment,1796.44,25000,Approver_14,INV-105725
TXN-005834,2025-12-12,12:16,Friday,IT,Vendor_047,Misc,132.66,40000,Approver_11,INV-105726
TXN-003600,2025-12-12,17:59,Friday,Operations,Vendor_046,Supplies,1000.0,30000,Approver_01,INV-105727
TXN-000380,2025-12-12,12:31,Friday,IT,Vendor_030,Equipment,354.28,40000,Approver_03,INV-105728
TXN-004041,2025-12-12,14:44,Friday,Marketing,Vendor_054,Travel,273.62,25000,Approver_13,INV-105729
TXN-004703,2025-12-12,10:31,Friday,Procurement,Vendor_044,Supplies,327.39,50000,Approver_07,INV-105730
TXN-002069,2025-12-12,16:34,Friday,IT,Vendor_015,Utilities,6022.28,40000,Approver_01,INV-105731
TXN-005125,2025-12-12,12:03,Friday,HR,Vendor_036,Supplies,17.88,15000,Approver_07,INV-105732
TXN-003603,2025-12-12,12:02,Friday,IT,Vendor_042,Misc,9759.25,40000,Approver_07,INV-105733
TXN-005968,2025-12-12,10:58,Friday,HR,Vendor_031,Software,978.44,15000,Approver_11,INV-105734
TXN-004893,2025-12-12,15:52,Friday,Operations,Vendor_059,Supplies,188.43,30000,Approver_07,INV-105735
TXN-004068,2025-12-12,17:06,Friday,Finance,Vendor_016,Supplies,33.26,60000,Approver_13,INV-105736
TXN-003043,2025-12-12,17:47,Friday,Sales,Vendor_029,Consulting,3470.27,20000,Approver_03,INV-105737
TXN-005515,2025-12-12,10:45,Friday,Marketing,Vendor_046,Supplies,6609.83,25000,Approver_01,INV-105738
TXN-003497,2025-12-12,11:19,Friday,HR,Vendor_048,Consulting,22.3,15000,Approver_13,INV-105739
TXN-001544,2025-12-12,12:44,Friday,Finance,Vendor_019,Misc,76.79,60000,Approver_01,INV-105740
TXN-003328,2025-12-12,15:54,Friday,IT,Vendor_044,Travel,2578.14,40000,Approver_03,INV-105741
TXN-002062,2025-12-12,12:32,Friday,HR,Vendor_008,Software,149.95,15000,Approver_13,INV-105742
TXN-005149,2025-12-14,00:47,Sunday,Finance,Vendor_034,Misc,58.8,60000,Approver_11,INV-105743
TXN-000099,2025-12-15,12:56,Monday,Sales,Vendor_057,Misc,17.02,20000,Approver_13,INV-105744
TXN-000020,2025-12-15,16:59,Monday,Procurement,Vendor_007,Software,1038.93,50000,Approver_03,INV-105745
TXN-003024,2025-12-15,16:37,Monday,Sales,Vendor_055,Consulting,591.41,20000,Approver_06,INV-105746
TXN-000001,2025-12-15,10:07,Monday,Sales,Vendor_053,Software,143.22,20000,Approver_11,INV-105747
TXN-005075,2025-12-15,10:19,Monday,IT,Vendor_043,Consulting,59.49,40000,Approver_01,INV-105748
TXN-005542,2025-12-15,13:01,Monday,Sales,Vendor_045,Supplies,8137.9,20000,Approver_02,INV-105749
TXN-005422,2025-12-15,15:32,Monday,HR,Vendor_040,Travel,13671.78,15000,Approver_12,INV-105750
TXN-003341,2025-12-15,16:15,Monday,HR,Vendor_015,Misc,18.1,15000,Approver_02,INV-105751
TXN-000865,2025-12-15,13:17,Monday,IT,Vendor_028,Travel,2049.76,40000,Approver_01,INV-105752
TXN-001745,2025-12-15,18:19,Monday,Finance,Vendor_033,Utilities,368.3,60000,Approver_01,INV-105753
TXN-005424,2025-12-15,15:33,Monday,IT,Vendor_042,Travel,7915.16,40000,Approver_02,INV-105754
TXN-004525,2025-12-15,12:47,Monday,IT,Vendor_037,Utilities,327.68,40000,Approver_03,INV-105755
TXN-000295,2025-12-15,09:31,Monday,Marketing,Vendor_005,Software,786.55,25000,,INV-105756
TXN-004208,2025-12-15,11:11,Monday,Sales,Vendor_020,Travel,3213.82,20000,Approver_14,INV-105752
TXN-000429,2025-12-15,11:58,Monday,Finance,Vendor_039,Supplies,57754.69,60000,Approver_12,INV-105758
TXN-002035,2025-12-15,18:54,Monday,IT,Vendor_014,Software,2838.08,40000,Approver_06,INV-105759
TXN-004090,2025-12-15,10:19,Monday,Procurement,Vendor_051,Supplies,431.13,50000,Approver_04,INV-105760
TXN-001647,2025-12-15,10:56,Monday,Procurement,Vendor_015,Software,9879.93,50000,Approver_12,INV-105761
TXN-003458,2025-12-15,16:48,Monday,IT,Vendor_018,Misc,13074.19,40000,Approver_12,INV-105762
TXN-005578,2025-12-15,15:24,Monday,HR,Vendor_034,Supplies,116.83,15000,Approver_07,INV-105763
TXN-003460,2025-12-15,15:39,Monday,Sales,Vendor_023,Consulting,602.2,20000,Approver_01,INV-105764
TXN-002763,2025-12-16,15:16,Tuesday,Finance,Vendor_023,Utilities,5011.55,60000,Approver_04,INV-105765
TXN-005645,2025-12-16,09:57,Tuesday,Finance,Vendor_016,Supplies,7500.0,60000,Approver_13,INV-105766
TXN-003793,2025-12-16,14:23,Tuesday,Marketing,Vendor_039,Misc,14.11,25000,Approver_01,INV-105767
TXN-003930,2025-12-16,15:50,Tuesday,Sales,Vendor_036,Software,508.55,20000,Approver_01,INV-105768
TXN-005169,2025-12-16,08:42,Tuesday,Finance,Vendor_013,Supplies,6519.6,60000,Approver_06,INV-105769
TXN-001021,2025-12-16,12:25,Tuesday,HR,Vendor_040,Misc,659.34,15000,Approver_02,INV-105770
TXN-005999,2025-12-16,15:48,Tuesday,Marketing,Vendor_055,Misc,2321.36,25000,Approver_06,INV-105771
TXN-002244,2025-12-16,18:30,Tuesday,Marketing,Vendor_018,Equipment,20000.0,25000,Approver_14,INV-105772
TXN-003238,2025-12-16,08:40,Tuesday,Marketing,Vendor_036,Misc,36.56,25000,Approver_13,INV-105768
TXN-000439,2025-12-16,14:57,Tuesday,Finance,Vendor_018,Misc,12.81,60000,Approver_06,INV-105774
TXN-001321,2025-12-16,14:34,Tuesday,IT,Vendor_013,Software,127.83,40000,Approver_15,INV-105775
